n,avgIfdsExposureTime,,make,model,logValues,modelName,makeName
7#1597,6.66938,0.00666938,7,1597,0.824085463,DSC-W12,Sony
19#3878,6.671101,0.006671101,19,3878,0.824197516,DROID231fc0001fff80000015d67,Motorola
7#1853,6.68396,0.00668396,7,1853,0.825033842,DSC-U30,Sony
10#341,6.701321,0.006701321,10,341,0.826160422,700,Nokia
24#996,6.724378,0.006724378,24,996,0.827652119,FinePixS5000,FUJIFILM
18#234,6.763034,0.006763034,18,234,0.830141571,KODAKEASYSHARECX6200DIGITA,EASTMANKODAKCOMPANY
226#2739,6.793385,0.006793385,226,2739,0.832086228,AZ3,SANYOElectricCo.Ltd
7#92,6.795765,0.006795765,7,92,0.832238352,DSC-N1,Sony
19#4274,6.797,0.006797,19,4274,0.83231727,DROIDX13b20021fff80000015d9e,Motorola
24#3400,6.853143,0.006853143,24,3400,0.835889794,FinePixS602,FUJIFILM
19#3927,6.865191,0.006865191,19,3927,0.836652624,DROIDX351c0001fff80000015d94,Motorola
4#1441,6.866778,0.006866778,4,1441,0.836753007,DMC-FX37,Panasonic
18#1954,6.87852,0.00687852,18,1954,0.837495004,KODAKZi6PocketVideoCamera,EASTMANKODAKCOMPANY
4#1296,6.888071,0.006888071,4,1296,0.838097615,DMC-FX33,Panasonic
141#1591,6.9185,0.0069185,141,1591,0.840011945,DVS567,DVS567
8#1847,6.948845,0.006948845,8,1847,0.841912624,COOLPIXS32,Nikon
8#739,6.957714,0.006957714,8,739,0.842466573,COOLPIXL830,Nikon
7#1150,6.979079,0.006979079,7,1150,0.843798114,DSC-L1,Sony
9#902,6.993177,0.006993177,9,902,0.844674521,D595ZC500Z,OLYMPUSIMAGINGCORP.
7#1546,6.994679,0.006994679,7,1546,0.844767789,DSC-P73,Sony
4#429,6.99615,0.00699615,4,429,0.844859112,DMC-LZ7,Panasonic
24#120,7.000097,0.007000097,24,120,0.845104058,FinePixF770EXR,FUJIFILM
10#1364,7.047839,0.007047839,10,1364,0.848055975,N868MP,Nokia
7#418,7.055878,0.007055878,7,418,0.848551063,DSC-W50,Sony
10#939,7.055963,0.007055963,10,939,0.848556295,C7-00,Nokia
7#573,7.06421,0.00706421,7,573,0.849063601,DSC-W17,Sony
62#2721,7.084125,0.007084125,62,2721,0.850286216,DIGILUX2,LEICA
7#760,7.093716,0.007093716,7,760,0.850873797,DSC-W30,Sony
7#782,7.094703,0.007094703,7,782,0.85093422,DSC-U60,Sony
19#3626,7.159094,0.007159094,19,3626,0.854858065,DROIDX5cc80001ffd80000016057,Motorola
6#434,7.169974,0.007169974,6,434,0.855517581,NIKOND3200,Nikon Corporation
11#1438,7.199757,0.007199757,11,1438,0.857317839,PENTAXOptio555,PENTAXCorporation
7#1231,7.225096,0.007225096,7,1231,0.858843622,DSC-P92,Sony
7#329,7.28177,0.00728177,7,329,0.862236957,DSC-H1,Sony
4#681,7.28308,0.00728308,4,681,0.86231508,DMC-FZ7,Panasonic
6#1878,7.362038,0.007362038,6,1878,0.866998055,NIKOND600,Nikon Corporation
26#1810,7.375497,0.007375497,26,1810,0.867791291,NV11VLUUNV11,SamsungTechwin
19#3916,7.392694,0.007392694,19,3916,0.86880273,MotoroiX32ae0001fff80000015a,Motorola
4#1044,7.417211,0.007417211,4,1044,0.870240634,DMC-LZ3,Panasonic
69#3125,7.425,0.007425,69,3125,0.870696458,dk4010,Rollei
4#1556,7.438661,0.007438661,4,1556,0.871494767,DMC-TZ22,Panasonic
4#1988,7.470537,0.007470537,4,1988,0.873351821,DMC-LS80,Panasonic
128#1455,7.478657,0.007478657,128,1455,0.873823615,YHDC5170.m2.jp,GoPro.....=..$j.
8#869,7.487702,0.007487702,8,869,0.874348552,E2500,Nikon
20#1370,7.50258,0.00750258,20,1370,0.875210635,BlackberryZ10,ResearchInMotion
109#2236,7.520144,0.007520144,109,2236,0.876226157,FinecamSL400R,KYOCERA
5#223,7.521471,0.007521471,5,223,0.876302785,GT-I8190,SAMSUNG
4#453,7.545769,0.007545769,4,453,0.877703506,DMC-LZ2,Panasonic
30#940,7.553836,0.007553836,30,940,0.878167552,X100D540ZC310Z,OLYMPUSCORPORATION
4#693,7.595741,0.007595741,4,693,0.880570148,DMC-LZ5,Panasonic
4#884,7.608413,0.007608413,4,884,0.881294079,DMC-TZ8,Panasonic
39#933,7.623333,0.007623333,39,933,0.882144891,hpphotosmart735,Hewlett-Packard
62#579,7.650234,0.007650234,62,579,0.883674719,D-LUX2,LEICA
24#571,7.669972,0.007669972,24,571,0.884793779,X100S,FUJIFILM
7#1834,7.679258,0.007679258,7,1834,0.885319259,DSC-P120,Sony
4#1019,7.688996,0.007688996,4,1019,0.885869635,DMC-FZ10,Panasonic
4#103,7.691064,0.007691064,4,103,0.885986425,DMC-TZ3,Panasonic
4#1060,7.695563,0.007695563,4,1060,0.886240398,DMC-FZ5,Panasonic
4#1066,7.696432,0.007696432,4,1066,0.886289437,DMC-LX2,Panasonic
4#1117,7.702037,0.007702037,4,1117,0.886605601,DMC-FX7,Panasonic
7#276,7.704372,0.007704372,7,276,0.886737244,DSC-W300,Sony
4#1141,7.705559,0.007705559,4,1141,0.88680415,DMC-ZS30,Panasonic
4#1196,7.70757,0.00770757,4,1196,0.886917478,DMC-ZS3,Panasonic
179#2125,7.711642,0.007711642,179,2125,0.88714686,Xoom,MotorolaMobility
4#131,7.716418,0.007716418,4,131,0.887415745,DMC-FX01,Panasonic
4#4055,7.720109,0.007720109,4,4055,0.887623432,DMC-FS41,Panasonic
4#1470,7.724238,0.007724238,4,1470,0.887855647,DMC-ZS1,Panasonic
4#1563,7.727362,0.007727362,4,1563,0.888031258,DMC-FX100,Panasonic
4#1568,7.728718,0.007728718,4,1568,0.888107461,DMC-GX7,Panasonic
4#1723,7.733675,0.007733675,4,1723,0.888385917,DMC-TZ2,Panasonic
4#175,7.736571,0.007736571,4,175,0.888548515,DMC-FZ50,Panasonic
4#1903,7.758249,0.007758249,4,1903,0.889763714,DMC-FS3,Panasonic
4#2165,7.768596,0.007768596,4,2165,0.890342537,DMC-ZS20,Panasonic
4#1264,7.769004,0.007769004,4,1264,0.890365345,DMC-L10,Panasonic
4#227,7.778685,0.007778685,4,227,0.890906185,DMC-FZ150,Panasonic
4#1884,7.794682,0.007794682,4,1884,0.891798402,DMC-FX60,Panasonic
4#266,7.796486,0.007796486,4,266,0.891898903,DMC-FX3,Panasonic
4#269,7.803614,0.007803614,4,269,0.892295779,DMC-TZ7,Panasonic
4#310,7.819883,0.007819883,4,310,0.893200255,DMC-TZ10,Panasonic
4#334,7.823097,0.007823097,4,334,0.893378715,DMC-TZ30,Panasonic
4#376,7.82665,0.00782665,4,376,0.893575913,DMC-FX07,Panasonic
4#387,7.828722,0.007828722,4,387,0.893690871,DMC-LX7,Panasonic
4#45,7.841925,0.007841925,4,45,0.894422684,DMC-FZ18,Panasonic
4#454,7.846325,0.007846325,4,454,0.894666293,DMC-TZ1,Panasonic
8#658,7.849077,0.007849077,8,658,0.89481859,COOLPIXS3300,Nikon
4#482,7.856065,0.007856065,4,482,0.895205068,DMC-LX3,Panasonic
7#1075,7.857401,0.007857401,7,1075,0.895278918,DSC-W70,Sony
7#113,7.858348,0.007858348,7,113,0.895331257,DSC-H2,Sony
7#1174,7.859495,0.007859495,7,1174,0.895394642,DSC-H5,Sony
7#136,7.862043,0.007862043,7,136,0.895535415,DSC-P200,Sony
4#516,7.866415,0.007866415,4,516,0.895776854,DMC-FZ8,Panasonic
7#1502,7.871134,0.007871134,7,1502,0.896037306,DSC-S60,Sony
4#536,7.871397,0.007871397,4,536,0.896051817,DMC-FZ40,Panasonic
4#585,7.876578,0.007876578,4,585,0.896337578,DMC-FX9,Panasonic
4#6,7.880219,0.007880219,4,6,0.896538287,DMC-TZ5,Panasonic
4#625,7.883363,0.007883363,4,625,0.896711525,DMC-FZ28,Panasonic
4#631,7.889113,0.007889113,4,631,0.897028177,DMC-TZ6,Panasonic
4#64,7.890508,0.007890508,4,64,0.897104964,DMC-FZ100,Panasonic
7#210,7.892655,0.007892655,7,210,0.89722312,DSC-W5,Sony
7#1508,7.901818,0.007901818,7,1508,0.897727022,LT30p,Sony
4#705,7.903557,0.007903557,4,705,0.89782259,DMC-FX30,Panasonic
4#707,7.905252,0.007905252,4,707,0.897915719,DMC-TZ41,Panasonic
9#130,7.90843,0.00790843,9,130,0.898090275,C7070WZ,OLYMPUSIMAGINGCORP.
7#274,7.908503,0.007908503,7,274,0.898094284,DSC-W200,Sony
7#303,7.911299,0.007911299,7,303,0.898247799,DSC-R1,Sony
7#318,7.912221,0.007912221,7,318,0.898298409,DSC-H20,Sony
4#94,7.917389,0.007917389,4,94,0.898581983,DMC-FZ45,Panasonic
9#2223,7.917485,0.007917485,9,2223,0.898587249,SP-820UZ,OLYMPUSIMAGINGCORP.
18#1688,7.918723,0.007918723,18,1688,0.898655151,KODAKDX3900ZOOMDIGITALCAM,EASTMANKODAKCOMPANY
4#984,7.922082,0.007922082,4,984,0.898839333,DMC-FZ20,Panasonic
7#456,7.930323,0.007930323,7,456,0.899290876,DSC-P72,Sony
7#49,7.932225,0.007932225,7,49,0.899395025,DSC-W100,Sony
7#563,7.934685,0.007934685,7,563,0.89952969,CYBERSHOTU,Sony
7#60,7.938214,0.007938214,7,60,0.899722803,DSC-S600,Sony
7#641,7.939984,0.007939984,7,641,0.899819627,DSC-W35,Sony
62#1419,7.953687,0.007953687,62,1419,0.900568496,C-LUX2,LEICA
62#2260,7.954619,0.007954619,62,2260,0.900619383,V-LUX40,LEICA
9#764,7.954713,0.007954713,9,764,0.900624515,SP590UZ,OLYMPUSIMAGINGCORP.
7#729,7.95527,0.00795527,7,729,0.900654924,DSC-H10,Sony
62#864,7.955721,0.007955721,62,864,0.900679544,D-LUX3,LEICA
62#932,7.958149,0.007958149,62,932,0.900812066,D-LUX4,LEICA
9#890,7.958524,0.007958524,9,890,0.90083253,SP550UZ,OLYMPUSIMAGINGCORP.
7#75,7.960681,0.007960681,7,75,0.900950221,DSC-P10,Sony
7#76,7.961341,0.007961341,7,76,0.900986226,DSC-W55,Sony
7#860,7.9734,0.0079734,7,860,0.901643552,DSC-P100,Sony
7#873,7.976744,0.007976744,7,873,0.901825654,DSC-W7,Sony
7#903,7.982857,0.007982857,7,903,0.90215835,DSC-W1,Sony
7#929,7.98409,0.00798409,7,929,0.902225424,DSC-N2,Sony
7#941,7.98789,0.00798789,7,941,0.902432076,DSC-P8,Sony
7#965,7.988201,0.007988201,7,965,0.902448984,DSC-H3,Sony
39#4083,8,0.008,39,4083,0.903089987,HPPhotoSmartC945(V01.66),Hewlett-Packard
202#3033,8,0.008,202,3033,0.903089987,DS6639,OregonScientific
75#2922,8,0.008,75,2922,0.903089987,ViviCam3945S,Vivitar
8#1923,8.027205,0.008027205,8,1923,0.904564354,COOLPIXP340,Nikon
8#2038,8.03024,0.00803024,8,2038,0.904728525,COOLPIXP7100,Nikon
8#2445,8.036279,0.008036279,8,2445,0.905055006,COOLPIXS6000,Nikon
9#2188,8.036371,0.008036371,9,2188,0.905059978,FE240/X795,OLYMPUSIMAGINGCORP.
8#2528,8.036885,0.008036885,8,2528,0.905087754,COOLPIXP310,Nikon
8#2795,8.038891,0.008038891,8,2795,0.90519614,COOLPIXS50,Nikon
8#3424,8.045884,0.008045884,8,3424,0.905573767,COOLPIXS8000,Nikon
8#44,8.05409,0.00805409,8,44,0.906016478,COOLPIXP300,Nikon
8#582,8.061448,0.008061448,8,582,0.906413057,COOLPIXP330,Nikon
8#679,8.063573,0.008063573,8,679,0.906527522,COOLPIXS9100,Nikon
89#1462,8.077747,0.008077747,89,1462,0.907290247,LEICAX2,LeicaCameraAG
89#1472,8.080565,0.008080565,89,1472,0.907441728,LEICAX1,LeicaCameraAG
10#1873,8.083546,0.008083546,10,1873,0.907601914,6710s,Nokia
24#2250,8.087936,0.008087936,24,2250,0.907837706,FinePixJ10,FUJIFILM
9#1182,8.097624,0.008097624,9,1182,0.908357607,FE370X880C575,OLYMPUSIMAGINGCORP.
5#1842,8.129101,0.008129101,5,1842,0.910042519,GT-i8910,SAMSUNG
10#1722,8.169737,0.008169737,10,1722,0.912208076,N90-1,Nokia
5#2091,8.203587,0.008203587,5,2091,0.914003788,GT-I9001,SAMSUNG
109#1562,8.20912,0.00820912,109,1562,0.914296604,FinecamSL300R,KYOCERA
109#2931,8.210272,0.008210272,109,2931,0.914357545,CONTAXi4R,KYOCERA
24#4202,8.338,0.008338,24,4202,0.921061891,FinePixL30,FUJIFILM
4#2577,8.437047,0.008437047,4,2577,0.926190468,DMC-LC1,Panasonic
10#1360,8.464342,0.008464342,10,1360,0.927593203,E5-00,Nokia
4#506,8.518137,0.008518137,4,506,0.930344621,DMC-FZ72,Panasonic
6#1775,8.621716,0.008621716,6,1775,0.935593713,NIKOND1H,Nikon Corporation
62#1833,8.6635,0.0086635,62,1833,0.93769338,V-LUX4,LEICA
5#3792,8.668927,0.008668927,5,3792,0.937965346,SGH-I917,SAMSUNG
300#3780,8.704226,0.008704226,300,3780,0.939730159,HD2...@..~.,GoPro......U..
89#2569,8.75518,0.00875518,89,2569,0.942265079,LEICAXVARIO(Typ107),LeicaCameraAG
19#3968,8.844305,0.008844305,19,3968,0.946663711,AtrixHD,Motorola
121#1374,8.8882,0.0088882,121,1374,0.948813818,X10i,SEMC
24#3774,8.902406,0.008902406,24,3774,0.949507397,FinePixL50,FUJIFILM
4#2159,8.92422,0.00892422,4,2159,0.950570268,DMC-FZ15,Panasonic
24#644,8.958295,0.008958295,24,644,0.95222536,FinePixHS30EXR,FUJIFILM
4#4057,9.021506,0.009021506,4,4057,0.955279042,DMC-FS40,Panasonic
10#2583,9.043627,0.009043627,10,2583,0.956342642,Lumia525,Nokia
24#4294,9.26,0.00926,24,4294,0.966610987,FinePixXP60,FUJIFILM
10#2022,9.299058,0.009299058,10,2022,0.968438956,6720c,Nokia
104#1125,9.33501,0.00933501,104,1125,0.970114788,LenovoP780,Lenovo
19#2473,9.364918,0.009364918,19,2473,0.971503979,XT1060,Motorola
119#1342,9.420676,0.009420676,119,1342,0.974082068,RM-1090,Microsoft
8#116,9.524531,0.009524531,8,116,0.9788436,COOLPIXAW100,Nikon
17#1550,9.546149,0.009546149,17,1550,0.979828209,C120D380,OLYMPUSOPTICALCO.LTD
19#2003,9.566597,0.009566597,19,2003,0.980757479,XT1021,Motorola
4#268,9.60164,0.00960164,4,268,0.982345419,DMC-TZ40,Panasonic
206#2509,9.64538,0.00964538,206,2509,0.984319342,LG-P940.,LGElectronics.
19#2004,9.672661,0.009672661,19,2004,0.985545967,XT1032,Motorola
19#3681,9.6936,0.0096936,19,3681,0.986485095,DROIDX2cae0001ffd80000015da0,Motorola
38#2197,9.698,0.009698,38,2197,0.98668218,DiMAGE7Hi,MinoltaCo.Ltd.
26#3059,9.702199,0.009702199,26,3059,0.986870178,<SamsungNV3SamsungVLUUNV,SamsungTechwin
40#286,9.91211,0.00991211,40,286,0.996166113,DV,DSCIMAGE
5#2373,9.967125,0.009967125,5,2373,0.998569905,GT-P7510,SAMSUNG
8#3725,10,0.01,8,3725,1,COOLPIXS640.,Nikon
19#4205,10.017,0.010017,19,4205,1.000737674,ME811,Motorola
5#4198,10.068596,0.010068596,5,4198,1.002968915,GT-I9103,SAMSUNG
24#925,10.173748,0.010173748,24,925,1.007480976,FinePixX100,FUJIFILM
297#3742,10.25,0.01025,297,3742,1.010723865,Mercury524V26.05Ex,SVPMe
104#1126,10.33872,0.01033872,104,1126,1.014466774,P780_ROW,Lenovo
326#4279,10.363,0.010363,326,4279,1.015485498,MUVIDV,MUVIDV
10#1356,10.467136,0.010467136,10,1356,1.019827867,701,Nokia
39#1166,10.622939,0.010622939,39,1166,1.026244688,HPPhotoSmartC935(V03.67),Hewlett-Packard
18#1021,10.784093,0.010784093,18,1021,1.032783624,KODAKEASYSHAREC300DIGITAL,EASTMANKODAKCOMPANY
7#9,10.845754,0.010845754,7,9,1.03525975,CYBERSHOT,Sony
15#1414,10.879067,0.010879067,15,1414,1.036591651,HTC6435LVW,HTC
10#1367,10.962141,0.010962141,10,1367,1.039895384,X7-00,Nokia
17#1845,10.981407,0.010981407,17,1845,1.040657988,E100RS,OLYMPUSOPTICALCO.LTD
24#2339,11.045244,0.011045244,24,2339,1.043175314,X10,FUJIFILM
4#1850,11.267719,0.011267719,4,1850,1.051836008,DMC-TZ25,Panasonic
4#1868,11.27202,0.01127202,4,1868,1.052001751,DMC-ZS10,Panasonic
14#544,11.292143,0.011292143,14,544,1.052776369,CanonDIGITALIXUS400,Canon
5#7,11.315312,0.011315312,5,7,1.053666533,GT-I9000,SAMSUNG
41#1696,11.334012,0.011334012,41,1696,1.054383668,DiMAGEA200,KONICAMINOLTA
4#407,11.350693,0.011350693,4,407,1.055022378,DMC-G6,Panasonic
7#2551,11.424085,0.011424085,7,2551,1.057821426,C6802,Sony
8#908,11.601262,0.011601262,8,908,1.064505235,COOLPIXL120,Nikon
24#441,11.611668,0.011611668,24,441,1.06489461,X-T1,FUJIFILM
19#3659,11.676231,0.011676231,19,3659,1.067302678,DROID2GLOBAL36900001ffd8000,Motorola
8#10,11.780212,0.011780212,8,10,1.071153106,COOLPIXL28,Nikon
6#630,11.828037,0.011828037,6,630,1.072912674,NIKOND1,Nikon Corporation
16#3848,11.847,0.011847,16,3848,1.073608388,LG-P925e,LGElectronics
5#2707,11.889668,0.011889668,5,2707,1.075169728,Digimax202,SAMSUNG
19#667,11.968636,0.011968636,19,667,1.078044659,Droid,Motorola
10#1354,12.192753,0.012192753,10,1354,1.086101776,600,Nokia
19#3963,12.24236,0.01224236,19,3963,1.087865146,XT897,Motorola
24#512,12.254179,0.012254179,24,512,1.08828422,FinePixHS10HS11,FUJIFILM
15#1323,12.411686,0.012411686,15,1323,1.09383078,HTCOneX+,HTC
95#2896,12.429369,0.012429369,95,2896,1.094449081,C640,BenQ
24#2364,12.629077,0.012629077,24,2364,1.101371611,X-E2,FUJIFILM
5#39,12.736988,0.012736988,5,39,1.10506674,GT-I9082,SAMSUNG
95#1020,12.831242,0.012831242,95,1020,1.108268696,DC1500,BenQ
10#2336,13.001645,0.013001645,10,2336,1.113998304,E55-1,Nokia
14#126,13.1325,0.0131325,14,126,1.118347409,CanonPowerShotA570IS,Canon
19#1840,13.197653,0.013197653,19,1840,1.120496705,MB860,Motorola
7#1067,13.373425,0.013373425,7,1067,1.126242646,DSC-F828,Sony
14#243,13.422515,0.013422515,14,243,1.127833898,CanonPowerShotS1IS,Canon
11#159,13.450958,0.013450958,11,159,1.128753217,PENTAXOptio750Z,PENTAXCorporation
62#1904,13.457729,0.013457729,62,1904,1.128971779,D-LUX5,LEICA
19#3570,13.7244,0.0137244,19,3570,1.137493367,DROIDX0ccc0002ffd80000015f12,Motorola
14#772,13.725,0.013725,14,772,1.137512353,CanonPowerShotA520,Canon
9#765,13.749726,0.013749726,9,765,1.138294044,SP800UZ,OLYMPUSIMAGINGCORP.
24#2484,13.759975,0.013759975,24,2484,1.138617645,FinePixHS20EXR,FUJIFILM
19#1767,13.877302,0.013877302,19,1767,1.14230504,RAZRi,Motorola
7#1387,14.007554,0.014007554,7,1387,1.146362305,C6502,Sony
4#4282,14.084507,0.014084507,4,4282,1.14874165,HDC-SD40,Panasonic
10#343,14.103716,0.014103716,10,343,1.149333554,Lumia720,Nokia
7#2274,14.107556,0.014107556,7,2274,1.149451783,D6502,Sony
18#3509,14.184303,0.014184303,18,3509,1.151808,KODAKEasyShareZ981Digital,EASTMANKODAKCOMPANY
30#154,14.211218,0.014211218,30,154,1.152631302,C5060WZ,OLYMPUSCORPORATION
7#2033,14.378361,0.014378361,7,2033,1.157709383,LT25i,Sony
44#408,14.414537,0.014414537,44,408,1.158800697,DS309,
75#2221,14.439759,0.014439759,75,2221,1.159559945,ViviCam3105s,Vivitar
13#755,14.542635,0.014542635,13,755,1.162643104,HERO4Black,GoPro
10#23,14.556774,0.014556774,10,23,1.163065139,N73,Nokia
19#1240,14.6026,0.0146026,19,1240,1.164430189,DROIDX35800001ffd800000a3a4c,Motorola
10#702,14.650332,0.014650332,10,702,1.165847467,Lumia620,Nokia
18#3287,14.781735,0.014781735,18,3287,1.169725412,KODAKZx1PocketVideoCamera,EASTMANKODAKCOMPANY
19#4237,14.822941,0.014822941,19,4237,1.17093438,XT925,Motorola
39#3240,14.94287,0.01494287,39,3240,1.174434018,HPPhotoSmartR507(V01.00)+,Hewlett-Packard
5#2496,15.2475,0.0152475,5,2496,1.183198642,SAMSUNGI8510,SAMSUNG
14#125,15.621941,0.015621941,14,125,1.193734993,CanonEOSDIGITALREBELXT,Canon
10#416,15.734955,0.015734955,10,416,1.196865505,N95,Nokia
4#261,15.85795,0.01585795,4,261,1.200247044,DMC-FZ70,Panasonic
10#224,15.955937,0.015955937,10,224,1.202922313,Lumia820,Nokia
24#1755,16.081424,0.016081424,24,1755,1.206324503,FinePixS2Pro,FUJIFILM
4#692,16.106446,0.016106446,4,692,1.206999721,DMC-G2,Panasonic
4#780,16.119445,0.016119445,4,780,1.207350085,DMC-TZ20,Panasonic
4#1821,16.128744,0.016128744,4,1821,1.207600549,DMC-GH2,Panasonic
4#2545,16.182174,0.016182174,4,2545,1.209036867,DMC-G5,Panasonic
4#4066,16.249,0.016249,4,4066,1.210826639,PHOTOfunSTUDIO6.5BD,Panasonic
13#33,16.250265,0.016250265,13,33,1.210860448,HERO3+BlackEdition,GoPro
18#2153,16.365909,0.016365909,18,2153,1.213940132,KODAKZi8PocketVideoCamera,EASTMANKODAKCOMPANY
10#58,16.450395,0.016450395,10,58,1.216176331,Lumia925,Nokia
206#2028,16.474546,0.016474546,206,2028,1.216813455,LG-P940,LGElectronics.
33#2015,16.674494,0.016674494,33,2015,1.222052664,LT26w,SonyEricsson
13#88,16.691081,0.016691081,13,88,1.222484465,Hero3-BlackEdition,GoPro
15#469,16.792143,0.016792143,15,469,1.225106124,HTCDesireX,HTC
7#888,16.897372,0.016897372,7,888,1.227819165,DSC-H50,Sony
4#539,18.125052,0.018125052,4,539,1.258279261,DMC-ZS8,Panasonic
15#1322,18.224507,0.018224507,15,1322,1.260655789,HTCOneS,HTC
15#108,18.521299,0.018521299,15,108,1.267671443,HTCOneX,HTC
318#4158,18.769,0.018769,318,4158,1.273441134,Spca1528,SunplusMM
6#788,18.789524,0.018789524,6,788,1.273915778,NIKOND100,Nikon Corporation
145#1370,19.014588,0.019014588,145,1370,1.27908692,BlackberryZ10,BlackBerry
19#3578,19.0352,0.0190352,19,3578,1.279557444,DROIDX02a20001fff80000015d7d,Motorola
19#3598,19.1415,0.0191415,19,3598,1.281975968,DROID2GLOBAL044a0021ffd8000,Motorola
10#1942,19.237509,0.019237509,10,1942,1.284148836,Nokia1020,Nokia
7#330,19.26298,0.01926298,7,330,1.284723474,DSC-H9,Sony
10#1363,19.284054,0.019284054,10,1363,1.285198339,Lumia928,Nokia
4#309,19.347241,0.019347241,4,309,1.286619042,DMC-GF1,Panasonic
8#2257,19.544366,0.019544366,8,2257,1.291021587,COOLPIXP510,Nikon
44#1944,19.612667,0.019612667,44,1944,1.292536655,V5V,
30#336,19.698913,0.019698913,30,336,1.294442262,C8080WZ,OLYMPUSCORPORATION
62#1257,19.816772,0.019816772,62,1257,1.297032913,DIGILUX3,LEICA
22#110,20.344834,0.020344834,22,110,1.308454151,AquarisE5FHD,bq
7#1392,20.378562,0.020378562,7,1392,1.309173535,D6653,Sony
10#2012,20.407616,0.020407616,10,2012,1.309792274,6220c-1,Nokia
6#298,20.577434,0.020577434,6,298,1.313391217,NIKOND50,Nikon Corporation
149#1700,20.690709,0.020690709,149,1700,1.315775373,Pre,Palm
24#682,21.022489,0.021022489,24,682,1.322684134,X-E1,FUJIFILM
7#395,21.200366,0.021200366,7,395,1.326343359,DSC-HX1,Sony
24#2717,21.278224,0.021278224,24,2717,1.327935376,FinePixS3Pro,FUJIFILM
75#1913,21.798365,0.021798365,75,1913,1.33842392,ViviCam6200W,Vivitar
34#567,21.864,0.021864,34,567,1.339729619,DigitalCamPro,MercuryPeripheralsInc.
10#57,22.212471,0.022212471,10,57,1.346596874,Lumia920,Nokia
6#8,22.267999,0.022267999,6,8,1.347681193,NIKOND90,Nikon Corporation
15#1320,22.338215,0.022338215,15,1320,1.349048467,HTCDesireVC,HTC
19#3657,22.365,0.022365,19,3657,1.349568903,DROID2GLOBAL025e0001ffd8000,Motorola
24#2453,22.391149,0.022391149,24,2453,1.35007638,X-Pro1,FUJIFILM
102#1110,22.411374,0.022411374,102,1110,1.350468483,MiTwo,Xiaomi
4#1308,22.52265,0.02252265,4,1308,1.352619488,DMC-GF2,Panasonic
4#141,22.535198,0.022535198,4,141,1.352861378,DMC-G1,Panasonic
4#1495,22.544165,0.022544165,4,1495,1.353034154,DMC-GX1,Panasonic
4#1787,22.559115,0.022559115,4,1787,1.353322058,DMC-LX100,Panasonic
4#2306,22.602878,0.022602878,4,2306,1.354163741,DMC-GF3,Panasonic
20#2497,22.627804,0.022627804,20,2497,1.354642408,BlackberryBlackBerry10Dev,ResearchInMotion
4#46,22.692073,0.022692073,4,46,1.355874172,DMC-LX5,Panasonic
4#865,22.750436,0.022750436,4,865,1.356989724,DMC-G3,Panasonic
4#971,22.764914,0.022764914,4,971,1.357266014,DMC-FZ200,Panasonic
15#89,22.796342,0.022796342,15,89,1.357865164,WindowsPhone8XbyHTC,HTC
6#315,22.899007,0.022899007,6,315,1.35981665,NIKOND3000,Nikon Corporation
6#439,22.925885,0.022925885,6,439,1.36032611,NIKOND40X,Nikon Corporation
4#3102,23.082395,0.023082395,4,3102,1.363280869,DMC-L1,Panasonic
7#181,23.088987,0.023088987,7,181,1.363404879,DSC-H7,Sony
7#389,23.268624,0.023268624,7,389,1.366770702,C6903,Sony
15#483,23.372725,0.023372725,15,483,1.368709349,HTL21,HTC
14#810,23.443519,0.023443519,14,810,1.370022802,CanonEOS60D,Canon
8#525,23.530745,0.023530745,8,525,1.371635677,COOLPIXP7700,Nikon
307#3924,24.452,0.024452,307,3924,1.388314387,HD2..0..`...,|GoPro.||~..|
25#2433,24.841169,0.024841169,25,2433,1.395172029,DigimaxL70/KenoxX70,SAMSUNGTECHWINCO.LTD.
15#2585,24.909355,0.024909355,15,2585,1.396362482,EVO,HTC
100#1076,25,0.025,100,1076,1.397940009,2MP-DSC,DVR410Camm
104#1329,25,0.025,104,1329,1.397940009,A6000,Lenovo
11#1458,25,0.025,11,1458,1.397940009,PENTAXOptioS4,PENTAXCorporation
11#1522,25.002,0.025002,11,1522,1.397974751,PENTAXOptioS5i,PENTAXCorporation
11#1571,25.003,0.025003,11,1571,1.397992121,PENTAXOptioS4i,PENTAXCorporation
11#1602,25.010004,0.025010004,11,1602,1.398113761,PENTAXOptioS5z,PENTAXCorporation
10#783,25.027623,0.025027623,10,783,1.398419604,N82,Nokia
11#24,25.056,0.025056,11,24,1.39891174,PENTAXOptioS6,PENTAXCorporation
104#1614,25.071,0.025071,104,1614,1.399171657,S960,Lenovo
10#721,25.076028,0.025076028,10,721,1.399258746,N96,Nokia
11#297,25.1,0.0251,11,297,1.399673721,PENTAXOptioS50,PENTAXCorporation
13#1835,25.167732,0.025167732,13,1835,1.400844081,HERO,GoPro
11#561,25.198,0.025198,11,561,1.401366072,PENTAXOptioS,PENTAXCorporation
11#686,25.216706,0.025216706,11,686,1.401688355,PENTAXOptioS7,PENTAXCorporation
11#900,25.262094,0.025262094,11,900,1.402469347,PENTAXOptioS5n,PENTAXCorporation
113#1225,25.3,0.0253,113,1225,1.403120521,DiMAGEG600,KonicaMinoltaPhotoImaging
115#1272,25.308,0.025308,115,1272,1.403257826,DCE820%x.%04xCop,BenQDCE820%x.%04xCo
